abundance	sealed	open	protected	nonprot	locked	infectious	inflock	infecad	infecjuv	recovad	recovjuv	susjuv	susad
1031	5	0	2	0	0	0	15358	1	11	823	34	101	61
1037	6	0	3	0	0	0	15366	0	11	827	32	106	61
1035	6	0	3	0	0	0	15375	0	12	828	30	100	65
1038	5	0	2	0	0	0	15383	0	12	826	30	103	67
1042	3	0	1	0	0	0	15386	1	9	825	30	107	70
1042	3	0	1	0	0	0	15389	1	11	825	29	105	71
1042	2	0	0	0	0	0	15392	2	11	822	28	106	73
1048	2	0	0	0	0	0	15395	2	15	819	29	108	75
1042	2	0	0	0	0	0	15398	1	13	817	28	104	79
1045	2	0	0	0	0	0	15401	1	14	817	28	104	81
1053	2	0	0	0	0	0	15405	1	17	816	28	110	81
1050	2	0	0	0	0	0	15408	2	17	817	28	105	81
1053	2	0	0	0	0	0	15411	2	15	815	28	108	85
1048	3	0	1	0	0	0	15415	3	9	815	25	113	83
1047	3	0	1	0	0	0	15419	3	9	818	23	113	81
1050	3	0	2	0	0	0	15422	3	8	817	22	119	81
1051	3	0	2	0	0	0	15425	3	8	818	20	120	82
1049	3	0	2	0	0	0	15429	3	7	816	22	115	86
1048	3	0	2	0	0	0	15433	4	7	818	20	114	85
1047	3	0	2	0	0	0	15437	2	7	819	21	113	85
1052	2	0	1	0	0	0	15443	2	10	816	21	117	86
1051	2	0	1	0	0	0	15449	2	11	815	22	112	89
1049	2	0	1	0	0	0	15454	3	9	813	23	114	87
1055	2	0	1	0	0	0	15459	4	10	811	23	121	86
1054	2	0	1	0	0	0	15464	4	11	810	24	120	85
1056	2	0	1	0	0	0	15467	4	11	810	23	125	83
1063	2	0	1	0	0	0	15469	3	12	808	23	134	83
1062	1	0	1	0	0	0	15469	4	13	807	23	133	82
1067	1	0	1	0	0	0	15469	3	15	808	21	138	82
1064	2	0	1	0	0	0	15470	3	13	807	21	138	82
1061	2	0	2	0	0	0	15470	3	9	805	23	137	84
1058	3	0	2	0	0	0	15472	2	8	804	22	137	85
1060	4	0	2	0	0	0	15477	2	9	804	22	139	84
1057	3	0	2	0	0	0	15482	2	13	803	21	135	83
1055	3	0	2	0	0	0	15486	2	13	802	21	134	83
1053	3	0	2	0	0	0	15492	3	13	803	21	128	85
1048	3	0	2	0	0	0	15497	3	13	799	22	125	86
1045	3	0	2	0	0	0	15499	3	13	798	20	123	88
1046	3	0	2	0	0	0	15501	2	13	798	19	124	90
1047	3	0	2	0	0	0	15503	2	13	797	19	124	92
1052	3	0	1	0	0	0	15507	2	16	795	19	128	92
1052	3	0	1	0	0	0	15511	2	16	795	20	127	92
1051	3	0	1	0	0	0	15514	5	11	795	20	128	92
1047	3	0	1	0	0	0	15517	5	12	794	19	121	96
