abundance	sealed	open	protected	nonprot	locked	infectious	inflock	infecad	infecjuv	recovad	recovjuv	susjuv	susad
1065	0	0	0	0	0	0	575	0	0	147	0	125	793
1065	0	0	0	0	0	0	575	0	0	147	0	119	799
1063	0	0	0	0	0	0	575	0	0	147	0	115	801
1064	0	0	0	0	0	0	575	0	0	147	0	114	803
1064	0	0	0	0	0	0	575	0	0	147	0	114	803
1069	0	0	0	0	0	0	575	0	0	147	0	119	803
1068	0	0	0	0	0	0	575	0	0	147	0	120	801
1068	0	0	0	0	0	0	575	0	0	146	0	125	797
1070	0	0	0	0	0	0	575	0	0	146	0	122	802
1070	0	0	0	0	0	0	575	0	0	146	0	115	809
1069	0	0	0	0	0	0	575	0	0	146	0	114	809
1068	0	0	0	0	0	0	575	0	0	145	0	113	810
1068	0	0	0	0	0	0	575	0	0	145	0	110	813
1066	0	0	0	0	0	0	575	0	0	144	0	110	812
1064	0	0	0	0	0	0	575	0	0	144	0	110	810
1066	0	0	0	0	0	0	575	0	0	144	0	111	811
1065	0	0	0	0	0	0	575	0	0	144	0	109	812
1062	0	0	0	0	0	0	575	0	0	144	0	103	815
1063	0	0	0	0	0	0	575	0	0	144	0	101	818
1056	0	0	0	0	0	0	575	0	0	144	0	100	812
1053	0	0	0	0	0	0	575	0	0	143	0	102	808
1057	0	0	0	0	0	0	575	0	0	142	0	104	811
1055	0	0	0	0	0	0	575	0	0	142	0	101	812
1053	0	0	0	0	0	0	575	0	0	141	0	98	814
1055	0	0	0	0	0	0	575	0	0	141	0	98	816
1057	0	0	0	0	0	0	575	0	0	141	0	100	816
1058	0	0	0	0	0	0	575	0	0	141	0	101	816
1060	0	0	0	0	0	0	575	0	0	140	0	105	815
1061	0	0	0	0	0	0	575	0	0	140	0	106	815
1062	0	0	0	0	0	0	575	0	0	140	0	108	814
1062	0	0	0	0	0	0	575	0	0	139	0	106	817
1063	0	0	0	0	0	0	575	0	0	138	0	105	820
1064	0	0	0	0	0	0	575	0	0	138	0	106	820
1063	0	0	0	0	0	0	575	0	0	138	0	101	824
